HeapEnqueue	HeapDequeue	ArrayEnqueue	ArrayDequeue
0.58425	0.645	0.556	9.242
0.466	0.577	0.553	11.816
0.664	0.762	0.568	9.259
0.446	0.585	0.549	10.176
0.497	0.594	0.55	8.727
0.88	0.569	0.553	9.467
0.915	0.655	0.549	9.308
0.441	0.607	0.578	9.176
0.485	0.618	0.557	9.006
0.423	0.597	0.549	9.085
0.6670555555555556	0.576	0.547	8.827
0.44	0.571	0.557	10.603
1.211	0.575	0.526	8.77
1.0023333333333333	0.676	0.551	8.884
0.539	0.606	0.591	8.858
1.7	0.59	0.543	8.284
0.469	0.576	0.57	8.373
0.8	0.593	0.543	8.392
1.371	0.629	0.542	8.589
2.131	0.637	0.555	11.269
1.953	0.625	0.556	10.695
0.502	0.632	0.542	12.247
1.671	0.637	0.547	11.28
1.0623333333333334	0.6413333333333334	0.612	11.303
0.937	0.648	0.573	11.336
0.442	0.669	0.539	11.351
0.869	0.637	0.546	11.353
1.206	0.773	0.567	11.452
1.548	0.578	0.553	10.32
0.453	0.683	0.558	10.697
1.811	0.696	0.585	11.025
1.606	0.699	0.529	11.014
1.278	0.601	0.55	8.568
0.48	0.781	0.558	8.624
0.841	0.683	0.555	9.29
0.449	0.645	0.535	8.877
0.6651666666666666	0.642	0.585	9.018
0.447	0.689	0.549	9.205
0.6095277777777778	0.59	0.967	9.342
0.478	0.698	0.579	9.661
0.5627546296296296	0.726	0.556	14.052
0.431	0.69	0.572	9.512
0.561	0.839	0.55	9.375
0.85	0.9394999999999999	0.554	10.73
0.6005	0.573	0.556	11.986333333333334
0.457	0.586	0.532	9.309
0.854	0.7052499999999999	0.58	11.882
0.45	0.547	0.574	21.11
0.6448333333333334	0.794	0.532	8.918
0.44	0.792	0.56	9.794
0.53	0.728	0.546	12.667
0.453	0.689	0.548	9.677
0.7601666666666668	0.747	0.552	9.624
0.432	0.596	0.563	8.787
0.6285277777777778	0.77	0.576	9.12
0.456	0.64	0.595	9.347
0.467	0.681	0.567	9.883
0.5249768518518518	0.597	0.556	9.303
0.461	0.711	0.557	9.131
0.44	0.6808333333333333	0.538	11.219
0.6973333333333334	0.832	0.565	9.288
0.8	0.6	0.556	10.048
0.806	0.664	0.58	9.475
0.474	0.77	0.579	9.005
0.429	0.664	0.547	8.997
0.452	0.564	0.534	9.043
0.5600277777777778	0.675	0.58	9.298
0.808	0.66	0.572	8.862
0.7571666666666667	1.264	0.538	9.818
0.44	0.656	0.569	9.916833333333333
0.5808888888888889	0.733	0.541	11.939
0.421	0.667	0.583	10.157
0.443	0.704	0.548	9.427
0.6161666666666666	0.81	0.532	9.199
0.44	0.576	0.562	8.975
0.802	0.624	0.579	11.883
0.427	0.657	0.56	11.905
0.453	0.844	0.551	12.22
0.834	0.654	0.547	14.769
0.428	0.571	0.554	12.238
0.417	0.956	0.553	12.073
0.427	0.557	0.565	12.072
0.9590000000000001	0.69	0.5581666666666667	12.557
0.86	0.673	0.561	44.945
1.629	0.679	0.566	37.751
0.868	0.622	0.55	33.921
0.86	0.685	0.543	29.926
0.9216666666666667	0.657	0.593	25.802
0.456	0.633	0.566	21.722
0.841	0.703	0.561	18.276
0.876	0.733	0.579	42.649
1.231	0.661	0.571	43.57
0.856	0.885	0.534	40.395
0.449	0.971	0.557	30.603
0.458	0.739	0.581	27.073
0.826	0.878	0.568	36.0
0.5638611111111111	0.683	0.564	33.668
0.443	0.819	0.571	21.079
0.442	0.932	0.561	16.963
0.7651666666666666	1.969	0.57	42.844
1.187	1.576	0.558	54.914
0.464	1.102	0.558	53.988
0.835	2.4	0.569	35.336
1.173	1.558	0.575	46.833
1.43	2.247	0.563	41.084
0.463	0.697	0.551	42.685833333333335
0.906	0.72	0.533	43.45
1.186	0.881	0.563	44.955
0.431	0.896	0.541	44.457
0.456	1.026	0.559	38.824
0.6329999999999999	1.216	0.555	46.989
0.46	0.889	0.562	44.274
0.832	1.083	0.565	43.044
0.433	0.911	0.544	43.219
0.85	0.957	0.619	40.561
0.461	1.036	0.58	41.035
0.807	1.409	0.991	39.834
0.474	1.292	0.544	53.02
1.232	2.9901666666666666	0.573	43.008
0.505	4.462	0.579	58.439
0.838	5.874	0.571	43.515
1.248	3.868	0.539	42.64
1.288	3.937	0.588	42.702
0.803	4.276	0.553	42.382
0.859	4.834	0.563	41.932
0.846	3.838	0.554	38.766
0.841	4.261	0.569	42.667
0.873	4.0	0.559	42.757
1.589	4.162	0.578	40.831
1.695	3.492	0.56	43.21
0.822	4.336	0.549	41.904
0.801	4.062	0.567	42.586
0.439	4.975	0.56	43.458
0.476	4.309333333333333	0.551	73.593
0.865	3.953	0.554	43.194
0.431	5.063	0.535	44.726
0.451	3.467	0.583	46.10033333333333
0.446	4.252	0.524	42.3
0.5651666666666667	3.778	0.636	36.738
0.808	4.421	0.591	36.051
0.822	4.506	0.56	36.785
0.433	3.698	0.575	35.82783333333333
0.818	3.532	0.54	35.87
0.457	4.191	0.585	32.343
0.831	4.206	0.582	37.18
0.831	4.524	0.574	39.059
0.478	4.618	0.566	42.204
1.193	4.447	0.552	41.259
0.472	4.468	0.563	42.993
0.435	4.207	0.587	43.042
0.867	4.659	0.579	42.178
0.7154999999999999	4.434	0.595	41.375
0.853	4.731	0.547	43.673
0.828	3.741	0.557	43.244
0.838	4.414	0.553	41.146
0.445	4.775	0.546	42.541
0.799	4.842	0.562	51.148
0.835	4.377	0.553	42.31
0.45	4.578	0.549	42.317
0.7815	4.778	0.55	39.863
0.527	6.506	0.563	41.41
0.448	4.226	0.57	42.793
0.70275	5.294	0.549	44.074
0.6032361111111112	4.854	0.554	42.759
0.447	4.656	0.567	43.659
0.793	4.612	0.577	41.516
0.7016666666666667	4.586	0.97	42.375
0.462	4.432	0.529	42.733
0.825	4.5	0.569	40.573
0.463	4.317	0.569	40.971
0.851	4.349	0.576	41.248
0.418	4.081	0.547	43.232
0.5798333333333333	3.745	0.554	39.358
0.442	4.213166666666667	0.539	38.729
0.856	4.394	0.567	41.632
0.449	4.407	0.539	39.131
0.434	4.303	0.555	40.219
0.437	3.759	0.551	39.208
0.5068333333333334	3.894	0.548	43.956
0.47	3.998	0.554	45.117
0.804	4.103	0.567	45.326
0.447	3.989	0.548	45.749
0.6382777777777778	4.034	0.563	45.496
0.462	4.328	0.563	45.476
0.5157592592592594	4.117	0.5579999999999999	45.57366666666667
0.5157592592592594	4.117	0.5579999999999999	45.57366666666667
0.5157592592592594	4.117	0.5579999999999999	45.57366666666667
