2019	Max Scherzer	WSH	$42,142,857
2019	Stephen Strasburg	WSH	$36,428,571
2019	Mike Trout	LAA	$34,083,333
2019	Zack Greinke	ARI	$32,421,884
2019	David Price	BOS	$31,000,000
2019	Clayton Kershaw	LAD	$31,000,000
2019	Miguel Cabrera	DET	$30,000,000
2019	Yoenis Cespedes	NYM	$29,000,000
2019	Justin Verlander	HOU	$28,000,000
2019	Albert Pujols	LAA	$28,000,000
2019	Felix Hernandez	SEA	$27,857,143
2019	Jon Lester	CHC	$27,500,000
2019	Nolan Arenado	COL	$26,000,000
2019	Giancarlo Stanton	NYY	$26,000,000
2019	Jake Arrieta	PHI	$25,000,000
2019	Joey Votto	CIN	$25,000,000
2019	Jordan Zimmermann	DET	$25,000,000
2019	Robinson Cano	NYM	$24,000,000
2019	J.D. Martinez	BOS	$23,750,000
2019	Edwin Encarnacion	SEA	$23,333,333
2019	Josh Donaldson	ATL	$23,000,000
2019	Johnny Cueto	SF	$22,666,666
2019	Buster Posey	SF	$22,511,111
2019	Masahiro Tanaka	NYY	$22,000,000
2019	Jacoby Ellsbury	NYY	$21,857,142
2019	Eric Hosmer	SD	$21,625,000
2019	Charlie Blackmon	COL	$21,516,666
2019	Matt Kemp	CIN	$21,500,000
2019	Freddie Freeman	ATL	$21,359,375
2019	Rick Porcello	BOS	$21,125,000
2019	Chris Davis	BAL	$21,116,517
2019	Alex Gordon	KC	$21,000,000
2019	Shin-Soo Choo	TEX	$21,000,000
2019	Carlos Santana	CLE	$20,500,000
2019	Yu Darvish	CHC	$20,000,000
2019	Cole Hamels	CHC	$20,000,000
2019	Mookie Betts	BOS	$20,000,000
2019	Russell Martin	LAD	$20,000,000
2019	Yadier Molina	STL	$20,000,000
2019	Jason Heyward	CHC	$20,000,000
2019	Jeff Samardzija	SF	$19,800,000
2019	Wei-Yin Chen	MIA	$19,773,520
2019	Justin Upton	LAA	$19,700,000
2019	Kyle Seager	SEA	$19,500,000
2019	Justin Turner	LAD	$19,000,000
2019	Mark Melancon	SF	$19,000,000
2019	Kenley Jansen	LAD	$18,800,000
2019	Anthony Rendon	WSH	$18,800,000
2019	Rich Hill	LAD	$18,666,667
2019	Pablo Sandoval	SF	$18,600,000
2019	Ryan Zimmerman	WSH	$18,333,333
2019	Wade Davis	COL	$18,333,333
